Ti,Ti_prime,To,a
22.149,22.614,-5,10000
22.614,23.292,-3.2,10000
23.292,23.958,-1.6,10000
23.958,20.508,0,10000
20.508,14.748,0.6,6000
14.748,20.802,1.1,0
20.802,24.98,1.7,6000
24.98,25.212,1.5,10000
25.212,25.394,1.2,10000
25.394,15.651,1.1,10000
15.651,21.454,1.1,0
21.454,21.578,1.1,6000
21.578,21.657,1.1,6000
21.657,15.675,1.2,6000
15.675,21.457,1.5,0
21.457,21.433,1.7,6000
21.433,21.364,0.8,6000
21.364,15.271,0.2,0
15.271,20.954,-0.6,0
20.954,14.986,-1,6000
14.986,14.654,-1.6,0
14.654,20.387,-2.2,0
20.387,20.445,-2.5,6000
20.445,24.317,-2.7,6000
24.317,24.186,-3.2,10000
24.186,23.946,-4.5,10000
23.946,23.685,-5.8,10000
23.685,19.647,-7.1,10000
19.647,13.396,-9.1,6000
13.396,18.565,-11.1,0
18.565,22.03,-13.3,6000
22.03,21.708,-14.3,10000
21.708,21.313,-15.5,10000
21.313,11.844,-16.7,10000
11.844,17.401,-17,0
17.401,17.43,-17.2,6000
17.43,17.288,-17.7,6000
17.288,11.312,-18.7,6000
11.312,16.649,-19.8,0
16.649,16.272,-21.1,6000
16.272,15.746,-22.8,6000
15.746,9.3997,-24.7,0
9.3997,14.707,-26.7,0
14.707,8.8474,-26.7,6000
8.8474,8.3993,-26.8,0
8.3993,13.964,-27.2,0
13.964,14.146,-25.7,6000
14.146,18.001,-24.5,6000
18.001,18.235,-23.2,10000
18.235,18.479,-21.7,10000
18.479,18.734,-20.2,10000
18.734,15.313,-18.8,10000
15.313,9.7848,-17.5,6000
9.7848,15.584,-16.2,0
15.584,19.356,-15,6000
19.356,19.404,-15.1,10000
19.404,19.401,-15.3,10000
19.401,9.9315,-15.6,10000
9.9315,15.406,-15.3,0
15.406,15.414,-15.1,6000
15.414,15.329,-15,6000
15.329,9.4388,-14.6,6000
9.4388,14.903,-14.5,0
14.903,14.938,-14.3,6000
14.938,15.008,-14.1,6000
15.008,9.2297,-14,0
9.2297,14.872,-13.8,0
14.872,9.2424,-13.6,6000
9.2424,8.9963,-13.3,0
8.9963,14.582,-13.3,0
14.582,14.694,-14,6000
14.694,18.511,-14.6,6000
18.511,18.653,-15.6,10000
18.653,18.68,-15.6,10000
18.68,18.813,-15.8,10000
18.813,15.299,-16.1,10000
15.299,9.6709,-15.6,6000
9.6709,15.577,-15.3,0
15.577,19.655,-15,6000
19.655,19.727,-16,10000
19.727,19.614,-17.1,10000
19.614,10.171,-18.2,10000
10.171,16,-17.2,0
16,16.274,-16.3,6000
16.274,16.293,-15.6,6000
16.293,10.213,-15.5,6000
10.213,15.792,-15.5,0
15.792,15.881,-15.6,6000
15.881,15.842,-15.1,6000
15.842,9.9069,-14.6,0
9.9069,15.566,-14.3,0
15.566,9.5861,-14.3,6000
9.5861,9.2767,-14.3,0
9.2767,14.927,-14.3,0
14.927,14.934,-14.5,6000
14.934,18.617,-14.6,6000
18.617,18.862,-15,10000
18.862,19.029,-14.8,10000
19.029,19.142,-14.8,10000
19.142,15.488,-15,10000
15.488,9.7392,-14.5,6000
9.7392,15.51,-14.1,0
15.51,19.326,-13.8,6000
19.326,19.371,-14.1,10000
19.371,19.257,-14.5,10000
19.257,9.4839,-15,10000
9.4839,14.913,-15.5,0
14.913,14.779,-16,6000
14.779,14.422,-16.7,6000
14.422,8.0461,-18.3,6000
8.0461,13.057,-20.2,0
13.057,13.039,-22.2,6000
13.039,12.979,-21.6,6000
12.979,7.1754,-21,0
7.1754,12.628,-20.6,0
12.628,6.7442,-20.8,6000
6.7442,6.3193,-21.2,0
6.3193,11.933,-21.7,0
11.933,12.033,-21,6000
12.033,16.02,-20.5,6000
16.02,16.502,-20,10000
16.502,17.203,-17.7,10000
17.203,17.955,-15.3,10000
17.955,14.743,-13.3,10000
14.743,9.388,-12.1,6000
9.388,15.6,-11,0
15.6,19.819,-10,6000
19.819,20.08,-10.1,10000
20.08,20.187,-10.3,10000
20.187,10.467,-10.6,10000
10.467,16.064,-10.5,0
16.064,16.075,-10.5,6000
16.075,16.188,-10.6,6000
16.188,10.36,-10.3,6000
10.36,16.203,-10.1,0
16.203,16.168,-10,6000
16.168,15.983,-10.8,6000
15.983,9.7864,-11.8,0
9.7864,15.718,-12.8,0
15.718,9.9832,-11.8,6000
9.9832,9.8783,-10.8,0
9.8783,15.824,-10,0
15.824,15.949,-9.6,6000
15.949,19.999,-9.5,6000
19.999,20.35,-9.3,10000
20.35,20.761,-8,10000
20.761,21.276,-6.8,10000
21.276,17.817,-5.5,10000
17.817,12.149,-5.3,6000
12.149,18.204,-5,0
18.204,22.211,-5,6000
22.211,22.313,-6,10000
22.313,22.134,-7,10000
22.134,12.323,-8.3,10000
12.323,17.802,-9,0
17.802,17.63,-9.6,6000
17.63,17.329,-10.6,6000
17.329,11.176,-10.8,6000
11.176,16.369,-11.1,0
16.369,16.39,-11.6,6000
16.39,16.421,-11.1,6000
16.421,10.633,-10.8,0
10.633,16.154,-10.6,0
16.154,10.355,-10.6,6000
10.355,10.019,-10.8,0
10.019,15.762,-11.1,0
15.762,16.021,-11,6000
16.021,20.011,-11,6000
20.011,20.437,-11.1,10000
20.437,20.883,-9.8,10000
20.883,21.276,-8.8,10000
21.276,18.013,-7.8,10000
18.013,12.579,-6.5,6000
12.579,18.761,-5.4,0
18.761,23.024,-4.4,6000
23.024,23.228,-4.6,10000
23.228,23.405,-5,10000
23.405,13.54,-5.5,10000
13.54,19.297,-5.5,0
19.297,19.386,-5.5,6000
19.386,19.401,-5.5,6000
19.401,13.35,-5.6,6000
13.35,19.12,-5.8,0
19.12,18.92,-6,6000
18.92,18.572,-7.3,6000
15.723,15.86,-4.8,0
15.86,21.869,-4,0
21.869,26.082,-3.5,6000
26.082,22.416,-3,10000
22.416,26.177,-2.7,6000
26.177,16.409,-2.5,10000
16.409,22.184,-2.2,0
22.184,16.337,-1.8,6000
16.337,26.061,-1.7,0
26.061,26.413,-1.7,10000
26.413,22.709,-1.3,10000
22.709,26.556,-1.2,6000
26.556,26.666,-1.1,10000
26.666,17.086,-1.6,10000
17.086,26.456,-2,0
26.456,26.591,-2.7,10000
26.591,22.775,-3,10000
22.775,22.635,-3.4,6000
22.635,22.591,-3.9,6000
22.591,22.58,-4,6000
22.58,26.257,-4,6000
26.257,16.717,-4.4,10000
16.717,22.257,-4.3,0
22.257,16.428,-4.3,0
16.428,16.143,-4.4,0
16.143,21.694,-4.6,0
21.694,25.466,-5,6000
25.466,21.67,-5.5,10000
21.67,25.239,-6.5,6000
25.239,15.552,-7.6,10000
15.552,21.407,-8.8,0
21.407,16.026,-7.3,6000
16.026,26.111,-5.8,0
26.111,26.661,-4.4,10000
26.661,23.182,-3.4,10000
23.182,27.221,-2.5,6000
27.221,27.54,-1.7,10000
27.54,17.875,-2.9,10000
17.875,27.387,-4.1,0
27.387,27.5,-5.5,10000
27.5,23.64,-5.9,10000
23.64,23.476,-6.1,6000
23.476,23.097,-6.6,6000
23.097,22.765,-7.9,6000
22.765,26.138,-9.1,6000
26.138,16.72,-10.6,10000
16.72,22.588,-9.6,0
22.588,16.868,-8.6,0
16.868,16.904,-7.8,0
16.904,22.894,-6.5,0
22.894,27.201,-5.4,6000
27.201,23.591,-4.4,10000
23.591,27.535,-3.2,6000
27.535,17.899,-2,10000
17.899,23.6,-1.1,0
23.6,17.915,0.4,6000
17.915,27.673,1.7,0
27.673,28.102,3.2,10000
28.102,24.609,3.2,10000
24.609,28.727,3.2,6000
28.727,28.921,3.2,10000
28.921,19.383,2.7,10000
19.383,28.706,2.2,0
28.706,28.728,1.7,10000
28.728,24.8,-0.6,10000
24.8,24.573,-3,6000
24.573,24.511,-5.5,6000
24.511,24.48,-5.5,6000
24.48,28.354,-5.5,6000
28.354,18.703,-5.5,10000
18.703,24.268,-5.3,0
24.268,18.354,-5,0
18.354,17.926,-5,0
17.926,23.398,-5.5,0
23.398,27.019,-6.4,6000
27.019,23.25,-7.1,10000
23.25,26.956,-7.6,6000
26.956,17.317,-8.1,10000
17.317,23.223,-8.8,0
23.223,17.796,-7.3,6000
17.796,27.959,-5.8,0
27.959,28.411,-4.4,10000
28.411,24.698,-4,10000
24.698,28.507,-4,6000
28.507,28.602,-3.9,10000
28.602,18.823,-4.6,10000
18.823,27.957,-5.6,0
27.957,27.843,-6.6,10000
27.843,23.865,-7,10000
23.865,23.522,-7.3,6000
23.522,23.347,-7.8,6000
23.347,23.293,-7.5,6000
23.293,26.943,-7.3,6000
26.943,17.435,-7.1,10000
17.435,22.791,-7,0
22.791,17.01,-7,0
17.01,16.673,-7.1,0
16.673,21.993,-7.3,0
21.993,25.633,-7.5,6000
25.633,21.985,-7.8,10000
21.985,25.653,-7.6,6000
25.653,16.332,-7.6,10000
16.332,21.676,-7.8,0
21.676,15.901,-8.1,6000
15.901,25.108,-8.3,0
25.108,25.324,-8.8,10000
25.324,21.678,-9.1,10000
21.678,25.455,-9.5,6000
25.455,25.475,-10,10000
25.475,15.831,-10.6,10000
15.831,25.002,-11.3,0
25.002,25.043,-12.1,10000
25.043,21.323,-12.5,10000
21.323,21.134,-12.8,6000
21.134,21.144,-13.3,6000
21.144,21.157,-13.3,6000
21.157,25.031,-13.6,6000
25.031,15.396,-13.8,10000
15.396,20.686,-14.1,0
20.686,14.684,-14.5,0
14.684,14.143,-15,0
14.143,19.392,-16.2,0
19.392,22.733,-17.5,6000
22.733,18.727,-18.8,10000
18.727,22.142,-19.7,6000
22.142,12.423,-20.7,10000
12.423,17.744,-21.7,0
17.744,11.96,-21.6,6000
11.96,21.035,-21.6,0
21.035,21.402,-21.7,10000
21.402,17.891,-21.2,10000
17.891,21.899,-20.8,6000
21.899,22.074,-20.6,10000
22.074,12.498,-21,10000
12.498,21.433,-21.6,0
21.433,21.317,-22.2,10000
21.317,17.311,-22.7,10000
17.311,16.942,-23.6,6000
16.942,16.727,-24.3,6000
16.727,16.445,-25.1,6000
16.445,19.83,-25.7,6000
19.83,10.214,-26.7,10000
10.214,15.501,-27.1,0
15.501,9.5443,-27.7,0
9.5443,9.2523,-28.2,0
9.2523,14.691,-28.2,0
14.691,18.535,-28.2,6000
18.535,14.627,-28.2,10000
14.627,18.082,-29,6000
18.082,8.3291,-29.7,10000
8.3291,14.048,-30.6,0
14.048,8.6487,-28.3,6000
8.6487,18.465,-26.3,0
18.465,18.963,-24.3,10000
18.963,15.49,-23.3,10000
15.49,19.577,-22.5,6000
19.577,19.791,-21.7,10000
19.791,10.17,-22,10000
10.17,19.459,-22.2,0
19.459,19.455,-22.7,10000
19.455,15.557,-23.1,10000
15.557,15.303,-23.3,6000
15.303,15.223,-23.8,6000
15.223,15.193,-22.7,6000
15.193,18.99,-21.6,6000
18.99,9.8195,-20.6,10000
9.8195,15.778,-18.2,0
15.778,10.32,-16,0
10.32,10.277,-13.8,0
10.277,16.075,-12.8,0
16.075,20.138,-11.8,6000
20.138,16.847,-11.1,10000
16.847,21.145,-9.1,6000
21.145,11.76,-7.3,10000
11.76,17.663,-5.5,0
17.663,12.069,-3,6000
12.069,21.877,-0.6,0
21.877,22.307,1.7,10000
22.307,18.766,1.5,10000
18.766,22.776,1.2,6000
22.776,23.085,1.1,10000
23.085,13.464,0.4,10000
13.464,23.05,-0.3,0
23.05,23.236,-1.1,10000
23.236,19.484,-1.6,10000
19.484,19.374,-2,6000
19.374,19.316,-2.7,6000
19.316,19.295,-2.2,6000
19.295,23.083,-2,6000
23.083,13.233,-1.7,10000
13.233,18.381,-4,0
18.381,12.163,-6.4,0
12.163,11.855,-8.8,0
11.855,17.531,-9.1,0
17.531,21.469,-9.5,6000
21.469,17.834,-10,10000
17.834,21.673,-10.1,6000
21.673,12.069,-10.3,10000
12.069,17.88,-10.6,0
17.88,12.269,-9.6,6000
12.269,22.122,-8.6,0
22.122,22.813,-7.8,10000
22.813,19.546,-6.5,10000
19.546,23.911,-5.4,6000
23.911,24.089,-4.4,10000
24.089,14.071,-6.5,10000
14.071,23.28,-8.8,0
23.28,23.176,-11.1,10000
23.176,19.233,-11.6,10000
19.233,18.888,-12.1,6000
18.888,18.905,-12.8,6000
18.905,18.88,-12.6,6000
18.88,22.662,-12.6,6000
22.662,13.052,-12.8,10000
13.052,18.6,-12.6,0
18.6,12.582,-12.6,0
12.582,12.309,-12.8,0
12.309,17.88,-12.5,0
17.88,21.764,-12.3,6000
21.764,18.005,-12.1,10000
18.005,21.739,-12.3,6000
21.739,12.106,-12.5,10000
12.106,17.882,-12.8,0
17.882,12.356,-11.3,6000
12.356,22.238,-10.1,0
22.238,22.832,-8.8,10000
22.832,19.492,-7.9,10000
19.492,23.753,-6.9,6000
23.753,24.064,-6,10000
24.064,14.462,-6.4,10000
14.462,23.814,-6.6,0
23.814,24.086,-7.1,10000
24.086,20.35,-6.9,10000
20.35,20.322,-6.8,6000
20.322,20.478,-6.6,6000
20.478,20.538,-6.1,6000
20.538,24.612,-5.9,6000
24.612,14.886,-5.5,10000
14.886,20.577,-5.9,0
20.577,14.58,-6.1,0
14.58,14.353,-6.6,0
14.353,20.146,-6.8,0
20.146,24.232,-6.9,6000
24.232,20.862,-7.1,10000
20.862,25.193,-3.5,6000
25.193,15.964,-0.1,10000
15.964,21.81,3.2,0
21.81,15.971,3.2,6000
15.971,25.673,3.2,0
25.673,26.184,3.2,10000
26.184,22.683,2.9,10000
22.683,26.806,2.5,6000
26.806,27.073,2.2,10000
27.073,17.296,2,10000
17.296,26.995,1.8,0
26.995,27.175,1.7,10000
27.175,23.197,0.6,10000
23.197,22.956,-0.5,6000
22.956,22.884,-1.7,6000
22.884,22.782,-2,6000
22.782,26.519,-2.7,6000
26.519,16.955,-3.2,10000
16.955,22.874,-2.7,0
22.874,17.03,-2,0
17.03,16.897,-1.7,0
16.897,22.784,-1.6,0
22.784,26.943,-1.6,6000
26.943,23.217,-1.7,10000
23.217,27.212,-1.6,6000
27.212,17.388,-1.6,10000
17.388,23.17,-1.7,0
23.17,17.286,-0.1,6000
17.286,27,1.2,0
27,27.183,2.7,10000
27.183,23.491,2.4,10000
23.491,27.31,2,6000
27.31,27.717,1.7,10000
27.717,18.448,0.4,10000
18.448,28.365,-0.8,0
28.365,28.592,-2.2,10000
28.592,24.67,-2.7,10000
24.67,24.497,-3.2,6000
24.497,24.349,-3.9,6000
24.349,24.215,-4,6000
24.215,27.923,-4,6000
27.923,18.319,-4.4,10000
18.319,23.961,-3.7,0
23.961,18.144,-3.2,0
18.144,17.944,-2.7,0
17.944,23.735,-2.5,0
23.735,27.621,-2.2,6000
27.621,24.031,-2.2,10000
24.031,27.973,-1.8,6000
27.973,18.313,-1.7,10000
18.313,23.898,-1.7,0
23.898,17.972,-1.6,6000
17.972,27.301,-1.6,0
27.301,27.667,-1.7,10000
27.667,24.233,-1.3,10000
24.233,28.381,-1.2,6000
28.381,28.557,-1.1,10000
28.557,18.794,-2,10000
18.794,28.149,-3.2,0
28.149,28.374,-4.4,10000
28.374,24.702,-4,10000
24.702,24.692,-4,6000
24.692,24.586,-3.9,6000
24.586,24.314,-4.5,6000
24.314,28.001,-5.3,6000
28.001,18.186,-6,10000
18.186,23.437,-6.9,0
23.437,17.352,-7.9,0
17.352,16.894,-8.8,0
16.894,22.172,-9.6,0
22.172,25.736,-10.6,6000
25.736,22.069,-11.6,10000
22.069,26.04,-11,6000
26.04,16.603,-10.5,10000
16.603,22.225,-10,0
22.225,16.559,-10.1,6000
16.559,26.214,-10.3,0
26.214,26.492,-10.6,10000
26.492,22.789,-9.8,10000
22.789,26.744,-9.3,6000
26.744,26.842,-8.8,10000
26.842,17.098,-10.1,10000
17.098,26.069,-11.3,0
26.069,26.119,-12.8,10000
26.119,22.175,-13.3,10000
22.175,21.839,-14.1,6000
21.839,21.632,-15,6000
21.632,21.438,-16,6000
21.438,25.086,-17.1,6000
25.086,15.453,-18.2,10000
15.453,20.898,-17.5,0
20.898,15.008,-16.7,0
15.008,14.837,-16.1,0
14.837,20.47,-15.1,0
20.47,24.302,-14.1,6000
24.302,20.635,-13.3,10000
20.635,24.426,-12.3,6000
24.426,14.98,-11.3,10000
14.98,20.688,-10.6,0
20.688,15.258,-9.1,6000
15.258,24.958,-7.9,0
24.958,25.532,-6.6,10000
25.532,22.286,-4.9,10000
22.286,26.536,-3.2,6000
26.536,27.152,-1.7,10000
27.152,17.784,-0.3,10000
17.784,27.822,0.8,0
27.822,28.089,2.2,10000
28.089,24.297,2.2,10000
24.297,24.224,2.2,6000
24.224,23.188,2.2,6000
23.188,21.583,-2.2,6000
21.583,23.544,-7,6000
23.544,13.84,-11.6,10000
13.84,18.894,-13.1,0
18.894,12.975,-14.5,0
12.975,12.463,-16.1,0
12.463,17.552,-17.2,0
17.552,21.085,-18.6,6000
21.085,17.417,-20,10000
17.417,20.981,-19.8,6000
20.981,11.71,-19.8,10000
11.71,17.105,-20,0
17.105,11.487,-20.1,6000
11.487,20.733,-20.2,0
20.733,20.978,-20.6,10000
20.978,17.445,-20.2,10000
17.445,21.192,-20.1,6000
21.192,21.25,-20,10000
21.25,11.73,-20.1,10000
11.73,20.796,-20.2,0
20.796,21.008,-20.6,10000
21.008,17.38,-20.5,10000
17.38,17.248,-20.5,6000
17.248,17.021,-20.6,6000
17.021,16.733,-21.2,6000
16.733,20.25,-22,6000
20.25,10.335,-22.7,10000
10.335,15.35,-24.7,0
15.35,9.0509,-26.7,0
9.0509,8.5384,-28.8,0
8.5384,13.742,-29.7,0
13.742,17.33,-30.7,6000
17.33,13.188,-31.7,10000
13.188,16.149,-32.7,6000
16.149,6.1979,-33.7,10000
6.1979,11.842,-35,0
11.842,6.5596,-33,6000
6.5596,16.406,-31.2,0
16.406,16.656,-29.3,10000
16.656,12.996,-28.6,10000
12.996,16.737,-27.7,6000
16.737,16.854,-27.2,10000
16.854,7.5021,-27.5,10000
7.5021,16.411,-27.7,0
16.411,16.378,-28.2,10000
16.378,12.433,-28.2,10000
12.433,12.169,-28.2,6000
12.169,12.239,-28.2,6000
12.239,12.404,-27.5,6000
12.404,16.318,-26.7,6000
16.318,7.0421,-26.1,10000
7.0421,12.54,-25.2,0
12.54,6.9432,-24.5,0
6.9432,6.6827,-23.8,0
6.6827,12.233,-23.6,0
12.233,16.03,-23.3,6000
16.03,12.394,-23.2,10000
12.394,16.132,-23.2,6000
16.132,6.5517,-23.2,10000
6.5517,12.329,-23.2,0
12.329,6.8824,-22.1,6000
6.8824,16.88,-21,0
16.88,17.645,-20,10000
17.645,14.383,-18.3,10000
14.383,18.789,-17,6000
18.789,18.977,-15.6,10000
18.977,9.1887,-16.3,10000
9.1887,18.405,-17.2,0
18.405,18.475,-18.2,10000
18.475,14.683,-17.5,10000
14.683,14.576,-16.7,6000
14.576,14.539,-16.1,6000
14.539,14.47,-15.3,6000
14.47,18.328,-14.8,6000
18.328,8.7211,-14.3,10000
8.7211,14.168,-14.3,0
14.168,8.34,-14.3,0
8.34,7.9808,-14.3,0
7.9808,13.512,-14.3,0
13.512,17.333,-14.3,6000
17.333,13.599,-14.3,10000
13.599,17.418,-14.5,6000
17.418,7.8623,-14.6,10000
7.8623,13.226,-15,0
13.226,7.4145,-15.1,6000
7.4145,16.598,-15.3,0
16.598,16.856,-15.6,10000
16.856,13.344,-14.6,10000
13.344,17.179,-14,6000
17.179,17.478,-13.3,10000
17.478,8.1919,-12.6,10000
8.1919,17.553,-12.1,0
17.553,17.992,-11.6,10000
17.992,14.557,-10.8,10000
14.557,14.87,-10.1,6000
14.87,15.233,-9.3,6000
15.233,15.505,-8.1,6000
15.505,19.733,-7,6000
19.733,10.744,-6,10000
10.744,17.227,-2,0
17.227,11.986,1.7,0
11.986,11.912,5.5,0
11.912,17.825,5,0
17.825,21.905,4.5,6000
21.905,18.126,3.9,10000
18.126,22.13,3.5,6000
22.13,12.338,3.2,10000
12.338,18.274,2.7,0
18.274,12.578,3.5,6000
12.578,22.662,4.3,0
22.662,23.201,5,10000
23.201,19.614,4.5,10000
19.614,23.82,4.3,6000
23.82,24.128,3.9,10000
24.128,14.244,3.5,10000
14.244,24.063,3.2,0
24.063,24.298,2.7,10000
24.298,20.428,2.2,10000
20.428,20.295,1.7,6000
20.295,20.361,1.1,6000
20.361,20.415,0.4,6000
20.415,24.459,-0.3,6000
24.459,14.644,-1.1,10000
14.644,20.533,-0.3,0
20.533,14.681,0.4,0
14.681,14.394,1.1,0
14.394,20.143,0.5,0
20.143,24.029,0,6000
24.029,20.056,-0.6,10000
20.056,23.715,-2,6000
23.715,13.754,-3.4,10000
13.754,19.667,-5,0
19.667,14.245,-3.2,6000
14.245,24.446,-1.6,0
24.446,25.053,0,10000
25.053,21.535,0.6,10000
21.535,25.749,1.1,6000
25.749,26.051,1.7,10000
26.051,16.265,1.5,10000
16.265,25.968,1.2,0
25.968,26.327,1.1,10000
26.327,22.567,1.1,10000
22.567,22.579,1.1,6000
22.579,22.647,1.1,6000
22.647,22.679,1.2,6000
22.679,26.631,1.5,6000
26.631,16.786,1.7,10000
16.786,22.374,0.8,0
22.374,16.34,0.2,0
16.34,16.037,-0.6,0
16.037,21.72,-1,0
21.72,25.608,-1.6,6000
25.608,21.823,-2.2,10000
21.823,25.68,-2.5,6000
25.68,15.952,-2.7,10000
15.952,21.288,-3.2,0
21.288,15.12,-4.5,6000
15.12,24.193,-5.8,0
24.193,24.065,-7.1,10000
24.065,19.938,-9.1,10000
19.938,23.319,-11.1,6000
23.319,23.051,-13.3,10000
23.051,13.187,-14.3,10000
13.187,21.893,-15.5,0
21.893,21.962,-16.7,10000
21.962,18.432,-17,10000
18.432,18.379,-17.2,6000
18.379,18.226,-17.7,6000
18.226,18.036,-18.7,6000
18.036,21.623,-19.8,6000
21.623,11.749,-21.1,10000
11.749,16.71,-22.8,0
16.71,10.408,-24.7,0
10.408,9.9465,-26.7,0
9.9465,15.34,-26.7,0
15.34,18.952,-26.8,6000
18.952,15.303,-27.2,10000
15.303,19.186,-25.7,6000
19.186,9.8396,-24.5,10000
9.8396,15.387,-23.2,0
15.387,9.7977,-21.7,6000
9.7977,19.221,-20.2,0
19.221,19.664,-18.8,10000
19.664,16.272,-17.5,10000
16.272,20.307,-16.2,6000
20.307,20.354,-15,10000
20.354,10.815,-15.1,10000
10.815,19.96,-15.3,0
19.96,20.12,-15.6,10000
20.12,16.423,-15.3,10000
16.423,16.343,-15.1,6000
16.343,16.244,-15,6000
16.244,16.081,-14.6,6000
16.081,19.802,-14.5,6000
19.802,10.426,-14.3,10000
10.426,15.95,-14.1,0
15.95,10.221,-14,0
10.221,10.057,-13.8,0
10.057,15.787,-13.6,0
15.787,19.668,-13.3,6000
19.668,15.933,-13.3,10000
15.933,19.815,-14,6000
19.815,10.169,-14.6,10000
10.169,15.719,-15.6,0
15.719,9.8083,-15.6,6000
9.8083,19.279,-15.8,0
19.279,19.701,-16.1,10000
19.701,16.238,-15.6,10000
16.238,20.346,-15.3,6000
20.346,20.658,-15,10000
20.658,10.993,-16,10000
10.993,20.158,-17.1,0
20.158,20.523,-18.2,10000
20.523,17.038,-17.2,10000
17.038,17.22,-16.3,6000
17.22,17.228,-15.6,6000
17.228,17.062,-15.5,6000
17.062,20.851,-15.5,6000
20.851,11.236,-15.6,10000
11.236,16.803,-15.1,0
16.803,10.925,-14.6,0
10.925,10.647,-14.3,0
10.647,16.219,-14.3,0
16.219,20.091,-14.3,6000
20.091,16.305,-14.3,10000
16.305,20.086,-14.5,6000
20.086,10.295,-14.6,10000
10.295,15.932,-15,0
15.932,10.121,-14.8,6000
10.121,19.613,-14.8,0
19.613,19.924,-15,10000
19.924,16.381,-14.5,10000
16.381,20.344,-14.1,6000
20.344,20.349,-13.8,10000
20.349,10.585,-14.1,10000
10.585,19.809,-14.5,0
19.809,19.835,-15,10000
19.835,15.949,-15.5,10000
15.949,15.718,-16,6000
15.718,15.347,-16.7,6000
15.347,14.754,-18.3,6000
14.754,17.986,-20.2,6000
17.986,8.5029,-22.2,10000
8.5029,13.922,-21.6,0
13.922,8.1671,-21,0
8.1671,7.8292,-20.6,0
7.8292,13.236,-20.8,0
13.236,16.883,-21.2,6000
16.883,13.261,-21.7,10000
13.261,17.073,-21,6000
17.073,7.7783,-20.5,10000
7.7783,13.604,-20,0
13.604,8.373,-17.7,6000
8.373,18.421,-15.3,0
18.421,19.153,-13.3,10000
19.153,15.999,-12.1,10000
15.999,20.428,-11,6000
20.428,20.839,-10,10000
20.839,11.245,-10.1,10000
11.245,20.734,-10.3,0
20.734,20.912,-10.6,10000
20.912,17.112,-10.5,10000
17.112,17.022,-10.5,6000
17.022,17.127,-10.6,6000
17.127,17.265,-10.3,6000
17.265,21.333,-10.1,6000
21.333,11.484,-10,10000
11.484,16.957,-10.8,0
16.957,10.82,-11.8,0
10.82,10.74,-12.8,0
10.74,16.742,-11.8,0
16.742,20.937,-10.8,6000
20.937,17.26,-10,10000
17.26,21.236,-9.6,6000
21.236,11.48,-9.5,10000
11.48,17.356,-9.3,0
17.356,11.675,-8,6000
11.675,21.752,-6.8,0
21.752,22.334,-5.5,10000
22.334,18.893,-5.3,10000
18.893,23.107,-5,6000
23.107,23.257,-5,10000
23.257,13.47,-6,10000
13.47,22.696,-7,0
22.696,22.771,-8.3,10000
22.771,18.864,-9,10000
18.864,18.59,-9.6,6000
18.59,18.271,-10.6,6000
18.271,17.915,-10.8,6000
17.915,21.305,-11.1,6000
21.305,11.875,-11.6,10000
11.875,17.377,-11.1,0
17.377,11.637,-10.8,0
11.637,11.366,-10.6,0
11.366,16.863,-10.6,0
16.863,20.605,-10.8,6000
20.605,17.112,-11.1,10000
17.112,21.136,-11,6000
21.136,11.682,-11,10000
11.682,17.505,-11.1,0
17.505,11.957,-9.8,6000
11.957,21.747,-8.8,0
21.747,22.469,-7.8,10000
22.469,19.288,-6.5,10000
19.288,23.672,-5.4,6000
23.672,24.078,-4.4,10000
24.078,14.247,-4.6,10000
14.247,23.961,-5,0
23.961,24.214,-5.5,10000
24.214,20.393,-5.5,10000
20.393,20.37,-5.5,6000
20.37,20.374,-5.5,6000
20.374,20.36,-5.6,6000
20.36,24.312,-5.8,6000
24.312,14.244,-6,10000
14.244,19.564,-7.3,0
25.769,16.335,-4.8,10000
16.335,26.207,-4,0
26.207,26.607,-3.5,10000
26.607,26.878,-3,10000
26.878,26.819,-2.7,10000
26.819,26.885,-2.5,10000
26.885,23.204,-2.2,10000
23.204,27.101,-1.8,6000
27.101,23.468,-1.7,10000
23.468,23.556,-1.7,6000
23.556,27.479,-1.3,6000
27.479,27.621,-1.2,10000
27.621,27.682,-1.1,10000
27.682,23.973,-1.6,10000
23.973,23.834,-2,6000
23.834,23.744,-2.7,6000
23.744,17.801,-3,6000
17.801,23.285,-3.4,0
23.285,27.133,-3.9,6000
27.133,27.274,-4,10000
27.274,27.207,-4,10000
27.207,17.645,-4.4,10000
17.645,23.162,-4.3,0
23.162,27.018,-4.3,10000
27.018,17.466,-4.4,10000
17.466,26.73,-4.6,0
26.73,26.798,-5,10000
26.798,26.794,-5.5,10000
26.794,26.661,-6.5,10000
26.661,26.584,-7.6,10000
26.584,23.189,-8.8,10000
23.189,27.488,-7.3,6000
27.488,24.292,-5.8,10000
24.292,24.566,-4.4,6000
24.566,28.719,-3.4,6000
28.719,29.025,-2.5,10000
29.025,29.292,-1.7,10000
29.292,25.528,-2.9,10000
25.528,25.467,-4.1,6000
25.467,25.338,-5.5,6000
25.338,19.327,-5.9,6000
19.327,24.83,-6.1,0
24.83,28.349,-6.6,6000
28.349,28.146,-7.9,10000
28.146,27.75,-9.1,10000
27.75,18.324,-10.6,10000
18.324,24.163,-9.6,0
24.163,28.257,-8.6,10000
28.257,18.928,-7.8,10000
18.928,28.697,-6.5,0
