Ti,Ti_prime,To,a
16.999,16.633,-3,0
16.633,16.337,-3.4,0
16.337,25.832,-3.9,0
25.832,26.041,-4,10000
26.041,22.152,-4,10000
22.152,25.934,-4.4,6000
25.934,22.248,-4.3,10000
22.248,26.045,-4.3,10000
26.045,26.145,-4.4,10000
26.145,22.342,-4.6,10000
22.342,22.186,-5,6000
22.186,22.059,-5.5,6000
22.059,21.818,-6.5,6000
21.818,15.804,-7.6,6000
15.804,25.549,-8.8,0
25.549,26.253,-7.3,10000
26.253,26.928,-5.8,10000
26.928,17.556,-4.4,10000
17.556,23.475,-3.4,0
23.475,27.592,-2.5,6000
27.592,18.138,-1.7,10000
18.138,17.821,-2.9,0
17.821,27.425,-4.1,0
27.425,17.704,-5.5,10000
17.704,17.32,-5.9,0
17.32,16.998,-6.1,0
16.998,26.255,-6.6,0
26.255,26.138,-7.9,10000
26.138,21.931,-9.1,10000
21.931,25.894,-10.6,6000
25.894,22.488,-9.6,10000
22.488,26.53,-8.6,10000
26.53,27.03,-7.8,10000
27.03,23.488,-6.5,10000
23.488,23.744,-5.4,6000
23.744,23.905,-4.4,6000
23.905,23.947,-3.2,6000
23.947,18.07,-2,6000
18.07,27.698,-1.1,0
27.698,28.026,0.4,10000
28.026,28.396,1.7,10000
28.396,19.062,3.2,10000
19.062,24.833,3.2,0
24.833,29.027,3.2,6000
29.027,19.561,3.2,10000
19.561,19.27,2.7,0
19.27,28.681,2.2,0
28.681,19.02,1.7,10000
19.02,18.482,-0.6,0
18.482,18.049,-3,0
18.049,27.63,-5.5,0
27.63,27.829,-5.5,10000
27.829,24.036,-5.5,10000
24.036,27.921,-5.5,6000
27.921,24.121,-5.3,10000
24.121,27.964,-5,10000
27.964,27.901,-5,10000
27.901,23.926,-5.5,10000
23.926,23.595,-6.4,6000
23.595,23.513,-7.1,6000
23.513,23.388,-7.6,6000
23.388,17.442,-8.1,6000
17.442,27.273,-8.8,0
27.273,27.982,-7.3,10000
27.982,28.667,-5.8,10000
28.667,19.126,-4.4,10000
19.126,24.871,-4,0
24.871,28.765,-4,6000
28.765,19.101,-3.9,10000
19.101,18.657,-4.6,0
18.657,27.885,-5.6,0
27.885,18.125,-6.6,10000
18.125,17.598,-7,0
17.598,17.128,-7.3,0
17.128,26.35,-7.8,0
26.35,26.506,-7.5,10000
26.506,22.718,-7.3,10000
22.718,26.298,-7.1,6000
26.298,22.591,-7,10000
22.591,26.256,-7,10000
26.256,26.288,-7.1,10000
26.288,22.429,-7.3,10000
22.429,22.236,-7.5,6000
22.236,22.186,-7.8,6000
22.186,22.123,-7.6,6000
22.123,16.403,-7.6,6000
16.403,25.542,-7.8,0
25.542,25.625,-8.1,10000
25.625,25.7,-8.3,10000
25.7,16.32,-8.8,10000
16.32,21.801,-9.1,0
21.801,25.65,-9.5,6000
25.65,16.098,-10,10000
16.098,15.624,-10.6,0
15.624,24.882,-11.3,0
24.882,15.347,-12.1,10000
15.347,15.015,-12.5,0
15.015,14.67,-12.8,0
14.67,24.129,-13.3,0
24.129,24.368,-13.3,10000
24.368,20.684,-13.6,10000
20.684,24.413,-13.8,6000
24.413,20.453,-14.1,10000
20.453,24.063,-14.5,10000
24.063,23.893,-15,10000
23.893,19.818,-16.2,10000
19.818,19.269,-17.5,6000
19.269,18.902,-18.8,6000
18.902,18.557,-19.7,6000
18.557,12.467,-20.7,6000
12.467,21.601,-21.7,0
21.601,21.705,-21.6,10000
21.705,21.604,-21.6,10000
21.604,12.38,-21.7,10000
12.38,17.992,-21.2,0
17.992,22.072,-20.8,6000
22.072,12.688,-20.6,10000
12.688,12.271,-21,0
12.271,21.294,-21.6,0
21.294,11.678,-22.2,10000
11.678,11.064,-22.7,0
11.064,10.548,-23.6,0
10.548,19.663,-24.3,0
19.663,19.587,-25.1,10000
19.587,15.561,-25.7,10000
15.561,19.018,-26.7,6000
19.018,15.246,-27.1,10000
15.246,18.758,-27.7,10000
18.758,18.871,-28.2,10000
18.871,15.084,-28.2,10000
15.084,15.04,-28.2,6000
15.04,14.777,-28.2,6000
14.777,14.458,-29,6000
14.458,8.3467,-29.7,6000
8.3467,17.909,-30.6,0
17.909,18.486,-28.3,10000
18.486,19.03,-26.3,10000
19.03,9.7621,-24.3,10000
9.7621,15.561,-23.3,0
15.561,19.728,-22.5,6000
19.728,10.236,-21.7,10000
10.236,9.9035,-22,0
9.9035,19.288,-22.2,0
19.288,9.5942,-22.7,10000
9.5942,9.1337,-23.1,0
9.1337,8.7257,-23.3,0
8.7257,18.164,-23.8,0
18.164,18.35,-22.7,10000
18.35,14.611,-21.6,10000
14.611,18.774,-20.6,6000
18.774,15.491,-18.2,10000
15.491,19.769,-16,10000
19.769,20.155,-13.8,10000
20.155,16.475,-12.8,10000
16.475,16.549,-11.8,6000
16.549,16.98,-11.1,6000
16.98,17.375,-9.1,6000
17.375,11.751,-7.3,6000
11.751,21.615,-5.5,0
21.615,22.03,-3,10000
22.03,22.433,-0.6,10000
22.433,13.125,1.7,10000
13.125,18.828,1.5,0
18.828,22.918,1.2,6000
22.918,13.461,1.1,10000
13.461,13.179,0.4,0
13.179,22.865,-0.3,0
22.865,13.201,-1.1,10000
13.201,12.912,-1.6,0
12.912,12.644,-2,0
12.644,22.267,-2.7,0
22.267,22.465,-2.2,10000
22.465,18.658,-2,10000
18.658,22.163,-1.7,6000
22.163,18.073,-4,10000
18.073,21.485,-6.4,10000
21.485,21.595,-8.8,10000
21.595,17.896,-9.1,10000
17.896,17.868,-9.5,6000
17.868,17.94,-10,6000
17.94,17.921,-10.1,6000
17.921,12.036,-10.3,6000
12.036,21.795,-10.6,0
21.795,22.3,-9.6,10000
22.3,22.673,-8.6,10000
22.673,13.428,-7.8,10000
13.428,19.574,-6.5,0
19.574,24.028,-5.4,6000
24.028,14.341,-4.4,10000
14.341,13.752,-6.5,0
13.752,23.066,-8.8,0
23.066,13.193,-11.1,10000
13.193,12.718,-11.6,0
12.718,12.243,-12.1,0
12.243,21.821,-12.8,0
21.821,22.024,-12.6,10000
22.024,18.198,-12.6,10000
18.198,22.022,-12.8,6000
22.022,18.274,-12.6,10000
18.274,21.939,-12.6,10000
21.939,22.064,-12.8,10000
22.064,18.23,-12.5,10000
18.23,18.169,-12.3,6000
18.169,18.098,-12.1,6000
18.098,18.01,-12.3,6000
18.01,12.064,-12.5,6000
12.064,21.737,-12.8,0
21.737,22.252,-11.3,10000
22.252,22.763,-10.1,10000
22.763,13.5,-8.8,10000
13.5,19.508,-7.9,0
19.508,23.855,-6.9,6000
23.855,14.377,-6,10000
14.377,14.136,-6.4,0
14.136,23.59,-6.6,0
23.59,14.094,-7.1,10000
14.094,13.809,-6.9,0
13.809,13.617,-6.8,0
13.617,23.402,-6.6,0
23.402,23.698,-6.1,10000
23.698,20.082,-5.9,10000
20.082,23.952,-5.5,6000
23.952,20.244,-5.9,10000
20.244,24.099,-6.1,10000
24.099,24.318,-6.6,10000
24.318,20.519,-6.8,10000
20.519,20.547,-6.9,6000
20.547,20.955,-7.1,6000
20.955,21.378,-3.5,6000
21.378,15.915,-0.1,6000
15.915,25.736,3.2,0
25.736,26.002,3.2,10000
26.002,26.212,3.2,10000
26.212,16.766,3.2,10000
16.766,22.697,2.9,0
22.697,26.911,2.5,6000
26.911,17.215,2.2,10000
17.215,16.951,2,0
16.951,26.761,1.8,0
26.761,16.976,1.7,10000
16.976,16.519,0.6,0
16.519,16.132,-0.5,0
16.132,25.813,-1.7,0
25.813,25.947,-2,10000
25.947,21.979,-2.7,10000
21.979,26.021,-3.2,6000
26.021,22.524,-2.7,10000
22.524,26.591,-2,10000
26.591,26.917,-1.7,10000
26.917,23.152,-1.6,10000
23.152,23.222,-1.6,6000
23.222,23.297,-1.7,6000
23.297,23.344,-1.6,6000
23.344,17.323,-1.6,6000
17.323,27.108,-1.7,0
27.108,27.279,-0.1,10000
27.279,27.521,1.2,10000
27.521,17.953,2.7,10000
17.953,23.511,2.4,0
23.511,27.407,2,6000
27.407,18.172,1.7,10000
18.172,18.127,0.4,0
18.127,28.139,-0.8,0
28.139,18.391,-2.2,10000
18.391,17.987,-2.7,0
17.987,17.659,-3.2,0
17.659,27.283,-3.9,0
27.283,27.377,-4,10000
27.377,23.399,-4,10000
23.399,27.343,-4.4,6000
27.343,23.616,-3.7,10000
23.616,27.578,-3.2,10000
27.578,27.793,-2.7,10000
27.793,24.082,-2.5,10000
24.082,23.974,-2.2,6000
23.974,24.109,-2.2,6000
24.109,24.172,-1.8,6000
24.172,18.25,-1.7,6000
18.25,27.777,-1.7,0
27.777,27.897,-1.6,10000
27.897,27.811,-1.6,10000
27.811,18.363,-1.7,10000
18.363,24.24,-1.3,0
24.24,28.473,-1.2,6000
28.473,18.821,-1.1,10000
18.821,18.451,-2,0
18.451,27.911,-3.2,0
27.911,18.316,-4.4,10000
18.316,18.093,-4,0
18.093,17.914,-4,0
17.914,27.5,-3.9,0
27.5,27.448,-4.5,10000
27.448,23.493,-5.3,10000
23.493,27.144,-6,6000
27.144,23.086,-6.9,10000
23.086,26.661,-7.9,10000
26.661,26.584,-8.8,10000
26.584,22.491,-9.6,10000
22.491,22.144,-10.6,6000
22.144,22.136,-11.6,6000
22.136,22.295,-11,6000
22.295,16.535,-10.5,6000
16.535,26.056,-10,0
26.056,26.472,-10.1,10000
26.472,26.722,-10.3,10000
26.722,17.109,-10.6,10000
17.109,22.781,-9.8,0
22.781,26.821,-9.3,6000
26.821,17.209,-8.8,10000
17.209,16.758,-10.1,0
16.758,25.828,-11.3,0
25.828,16.235,-12.8,10000
16.235,15.72,-13.3,0
15.72,15.237,-14.1,0
15.237,24.499,-15,0
24.499,24.529,-16,10000
24.529,20.633,-17.1,10000
20.633,24.319,-18.2,6000
24.319,20.549,-17.5,10000
20.549,24.244,-16.7,10000
24.244,24.476,-16.1,10000
24.476,20.786,-15.1,10000
20.786,20.71,-14.1,6000
20.71,20.701,-13.3,6000
20.701,20.713,-12.3,6000
20.713,14.915,-11.3,6000
14.915,24.467,-10.6,0
24.467,25.024,-9.1,10000
25.024,25.445,-7.9,10000
25.445,16.242,-6.6,10000
16.242,22.278,-4.9,0
22.278,26.612,-3.2,6000
26.612,17.378,-1.7,10000
17.378,17.419,-0.3,0
17.419,27.565,0.8,0
27.565,17.879,2.2,10000
17.879,17.598,2.2,0
17.598,17.385,2.2,0
17.385,26.038,2.2,0
26.038,24.577,-2.2,10000
24.577,19.26,-7,10000
19.26,22.271,-11.6,6000
22.271,18.507,-13.1,10000
18.507,21.824,-14.5,10000
21.824,21.678,-16.1,10000
21.678,17.783,-17.2,10000
17.783,17.538,-18.6,6000
17.538,17.43,-20,6000
17.43,17.303,-19.8,6000
17.303,11.598,-19.8,6000
11.598,20.766,-20,0
20.766,21.002,-20.1,10000
21.002,21.146,-20.2,10000
21.146,11.834,-20.6,10000
11.834,17.396,-20.2,0
17.396,21.216,-20.1,6000
21.216,11.751,-20,10000
11.751,11.358,-20.1,0
11.358,20.514,-20.2,0
20.514,11.173,-20.6,10000
11.173,10.919,-20.5,0
10.919,10.627,-20.5,0
10.627,19.839,-20.6,0
19.839,19.762,-21.2,10000
19.762,15.806,-22,10000
15.806,19.055,-22.7,6000
19.055,14.961,-24.7,10000
14.961,18.137,-26.7,10000
18.137,18.013,-28.8,10000
18.013,14.004,-29.7,10000
14.004,13.726,-30.7,6000
13.726,13.212,-31.7,6000
13.212,12.459,-32.7,6000
12.459,6.0977,-33.7,6000
6.0977,15.516,-35,0
15.516,16.095,-33,10000
16.095,16.833,-31.2,10000
16.833,7.5309,-29.3,10000
7.5309,12.96,-28.6,0
12.96,16.772,-27.7,6000
16.772,7.5096,-27.2,10000
7.5096,7.1578,-27.5,0
7.1578,16.149,-27.7,0
16.149,6.7424,-28.2,10000
6.7424,6.1648,-28.2,0
6.1648,5.7531,-28.2,0
5.7531,15.036,-28.2,0
15.036,15.418,-27.5,10000
15.418,11.934,-26.7,10000
11.934,15.774,-26.1,6000
15.774,12.179,-25.2,10000
12.179,16.127,-24.5,10000
16.127,16.263,-23.8,10000
16.263,12.531,-23.6,10000
12.531,12.425,-23.3,6000
12.425,12.446,-23.2,6000
12.446,12.38,-23.2,6000
12.38,6.4698,-23.2,6000
6.4698,16.138,-23.2,0
16.138,16.758,-22.1,10000
16.758,17.371,-21,10000
17.371,8.2091,-20,10000
8.2091,14.355,-18.3,0
14.355,18.852,-17,6000
18.852,9.2021,-15.6,10000
9.2021,8.8177,-16.3,0
8.8177,18.14,-17.2,0
18.14,8.4747,-18.2,10000
8.4747,8.1461,-17.5,0
8.1461,7.8967,-16.7,0
7.8967,17.391,-16.1,0
17.391,17.535,-15.3,10000
17.535,13.857,-14.8,10000
13.857,17.536,-14.3,6000
17.536,13.793,-14.3,10000
13.793,17.557,-14.3,10000
17.557,17.557,-14.3,10000
17.557,13.799,-14.3,10000
13.799,13.722,-14.3,6000
13.722,13.641,-14.3,6000
13.641,13.665,-14.5,6000
13.665,7.7713,-14.6,6000
7.7713,16.984,-15,0
16.984,17.101,-15.1,10000
17.101,17.051,-15.3,10000
17.051,7.7039,-15.6,10000
7.7039,13.325,-14.6,0
13.325,17.233,-14,6000
17.233,8.0129,-13.3,10000
8.0129,7.8504,-12.6,0
7.8504,17.3,-12.1,0
17.3,8.1545,-11.6,10000
8.1545,8.0937,-10.8,0
8.0937,8.1919,-10.1,0
8.1919,18.126,-9.3,0
18.126,18.634,-8.1,10000
18.634,15.187,-7,10000
15.187,19.846,-6,6000
19.846,16.873,-2,10000
16.873,21.67,1.7,10000
21.67,22.038,5.5,10000
22.038,18.204,5,10000
18.204,18.175,4.5,6000
18.175,18.209,3.9,6000
18.209,18.263,3.5,6000
18.263,12.275,3.2,6000
12.275,22.247,2.7,0
22.247,22.79,3.5,10000
22.79,23.22,4.3,10000
23.22,13.59,5,10000
13.59,19.611,4.5,0
19.611,23.92,4.3,6000
23.92,14.105,3.9,10000
14.105,13.871,3.5,0
13.871,23.813,3.2,0
23.813,13.96,2.7,10000
13.96,13.64,2.2,0
13.64,13.373,1.7,0
13.373,23.308,1.1,0
23.308,23.624,0.4,10000
23.624,19.784,-0.3,10000
19.784,23.878,-1.1,6000
23.878,20.171,-0.3,10000
20.171,24.351,0.4,10000
24.351,24.461,1.1,10000
24.461,20.503,0.5,10000
20.503,20.332,0,6000
20.332,20.13,-0.6,6000
20.13,19.9,-2,6000
19.9,13.688,-3.4,6000
13.688,23.563,-5,0
23.563,24.323,-3.2,10000
24.323,24.981,-1.6,10000
24.981,15.52,0,10000
15.52,21.526,0.6,0
21.526,25.836,1.1,6000
25.836,16.161,1.7,10000
16.161,15.899,1.5,0
15.899,25.717,1.2,0
25.717,16.078,1.1,10000
16.078,15.831,1.1,0
15.831,15.678,1.1,0
15.678,25.577,1.1,0
25.577,25.847,1.2,10000
25.847,22.037,1.5,10000
22.037,25.852,1.7,6000
25.852,22.007,0.8,10000
22.007,25.812,0.2,10000
25.812,25.915,-0.6,10000
25.915,22.052,-1,10000
22.052,21.927,-1.6,6000
21.927,21.882,-2.2,6000
21.882,21.864,-2.5,6000
21.864,15.872,-2.7,6000
15.872,25.133,-3.2,0
25.133,24.958,-4.5,10000
24.958,24.679,-5.8,10000
24.679,14.831,-7.1,10000
14.831,19.934,-9.1,0
19.934,23.392,-11.1,6000
23.392,13.574,-13.3,10000
13.574,12.864,-14.3,0
12.864,21.659,-15.5,0
21.659,12.267,-16.7,10000
12.267,12.07,-17,0
12.07,11.837,-17.2,0
11.837,21.09,-17.7,0
21.09,21.119,-18.7,10000
21.119,17.21,-19.8,10000
17.21,20.561,-21.1,6000
20.561,16.37,-22.8,10000
16.37,19.557,-24.7,10000
19.557,19.471,-26.7,10000
19.471,15.649,-26.7,10000
15.649,15.396,-26.8,6000
15.396,15.374,-27.2,6000
15.374,15.493,-25.7,6000
15.493,9.7789,-24.5,6000
9.7789,19.149,-23.2,0
19.149,19.453,-21.7,10000
19.453,19.695,-20.2,10000
19.695,10.527,-18.8,10000
10.527,16.275,-17.5,0
16.275,20.385,-16.2,6000
20.385,10.878,-15,10000
10.878,10.493,-15.1,0
10.493,19.728,-15.3,0
19.728,10.339,-15.6,10000
10.339,10.037,-15.3,0
10.037,9.7995,-15.1,0
9.7995,19.097,-15,0
19.097,19.136,-14.6,10000
19.136,15.432,-14.5,10000
15.432,19.171,-14.3,6000
19.171,15.608,-14.1,10000
15.608,19.401,-14,10000
19.401,19.652,-13.8,10000
19.652,16.105,-13.6,10000
16.105,16.069,-13.3,6000
16.069,16.002,-13.3,6000
16.002,16.054,-14,6000
16.054,10.101,-14.6,6000
10.101,19.562,-15.6,0
19.562,19.655,-15.6,10000
19.655,19.776,-15.8,10000
19.776,10.414,-16.1,10000
10.414,16.237,-15.6,0
16.237,20.426,-15.3,6000
20.426,11.028,-15,10000
11.028,10.656,-16,0
10.656,19.919,-17.1,0
19.919,10.564,-18.2,10000
10.564,10.485,-17.2,0
10.485,10.469,-16.3,0
10.469,20.141,-15.6,0
20.141,20.199,-15.5,10000
20.199,16.337,-15.5,10000
16.337,20.234,-15.6,6000
20.234,16.453,-15.1,10000
16.453,20.329,-14.6,10000
20.329,20.46,-14.3,10000
20.46,16.556,-14.3,10000
16.556,16.453,-14.3,6000
16.453,16.378,-14.3,6000
16.378,16.313,-14.5,6000
16.313,10.232,-14.6,6000
10.232,19.783,-15,0
19.783,20.021,-14.8,10000
20.021,20.122,-14.8,10000
20.122,10.584,-15,10000
10.584,16.38,-14.5,0
16.38,20.429,-14.1,6000
20.429,10.658,-13.8,10000
10.658,10.244,-14.1,0
10.244,19.57,-14.5,0
19.57,9.8863,-15,10000
9.8863,9.4489,-15.5,0
9.4489,9.0679,-16,0
9.0679,18.22,-16.7,0
18.22,17.826,-18.3,10000
17.826,13.581,-20.2,10000
13.581,17.287,-22.2,6000
17.287,13.57,-21.6,10000
13.57,17.338,-21,10000
17.338,17.381,-20.6,10000
17.381,13.538,-20.8,10000
13.538,13.307,-21.2,6000
13.307,13.321,-21.7,6000
13.321,13.357,-21,6000
13.357,7.7059,-20.5,6000
7.7059,17.393,-20,0
17.393,18.163,-17.7,10000
18.163,18.907,-15.3,10000
18.907,9.8375,-13.3,10000
9.8375,15.984,-12.1,0
15.984,20.498,-11,6000
20.498,11.093,-10,10000
11.093,10.883,-10.1,0
10.883,20.476,-10.3,0
20.476,10.849,-10.6,10000
10.849,10.517,-10.5,0
10.517,10.267,-10.5,0
10.267,20.024,-10.6,0
20.024,20.409,-10.3,10000
20.409,16.748,-10.1,10000
16.748,20.557,-10,6000
20.557,16.594,-10.8,10000
16.594,20.291,-11.8,10000
20.291,20.675,-12.8,10000
20.675,17.087,-11.8,10000
17.087,17.217,-10.8,6000
17.217,17.322,-10,6000
17.322,17.369,-9.6,6000
17.369,11.398,-9.5,6000
11.398,21.283,-9.3,0
21.283,21.775,-8,10000
21.775,22.278,-6.8,10000
22.278,12.829,-5.5,10000
12.829,18.878,-5.3,0
18.878,23.187,-5,6000
23.187,13.467,-5,10000
13.467,13.112,-6,0
13.112,22.446,-7,0
22.446,12.729,-8.3,10000
12.729,12.288,-9,0
12.288,11.867,-9.6,0
11.867,21.137,-10.6,0
21.137,20.982,-10.8,10000
20.982,16.891,-11.1,10000
16.891,20.626,-11.6,6000
20.626,17.009,-11.1,10000
17.009,20.796,-10.8,10000
20.796,20.908,-10.6,10000
20.908,17.152,-10.6,10000
17.152,17.012,-10.8,6000
17.012,17.158,-11.1,6000
17.158,17.361,-11,6000
17.361,11.591,-11,6000
11.591,21.332,-11.1,0
21.332,21.851,-9.8,10000
21.851,22.231,-8.8,10000
22.231,13.059,-7.8,10000
13.059,19.257,-6.5,0
19.257,23.732,-5.4,6000
23.732,14.148,-4.4,10000
14.148,13.852,-4.6,0
13.852,23.681,-5,0
23.681,13.92,-5.5,10000
13.92,13.621,-5.5,0
13.621,13.433,-5.5,0
13.433,23.279,-5.5,0
23.279,23.511,-5.6,10000
23.511,19.663,-5.8,10000
19.663,23.311,-6,6000
23.311,19.172,-7.3,10000
15.723,21.897,-4.8,0
21.897,22.138,-4,6000
22.138,22.306,-3.5,6000
22.306,22.441,-3,6000
22.441,22.295,-2.7,6000
22.295,22.258,-2.5,6000
22.258,26.3,-2.2,6000
26.3,26.494,-1.8,10000
26.494,16.898,-1.7,10000
16.898,16.749,-1.7,0
16.749,26.423,-1.3,0
26.423,16.894,-1.2,10000
16.894,26.308,-1.1,0
26.308,22.684,-1.6,10000
22.684,26.434,-2,6000
26.434,26.52,-2.7,10000
26.52,16.845,-3,10000
16.845,16.456,-3.4,0
16.456,16.218,-3.9,0
16.218,21.882,-4,0
21.882,25.629,-4,6000
25.629,25.762,-4.4,10000
25.762,22.045,-4.3,10000
22.045,16.134,-4.3,0
16.134,21.688,-4.4,0
21.688,21.654,-4.6,6000
21.654,21.54,-5,6000
21.54,21.421,-5.5,6000
21.421,21.19,-6.5,6000
21.19,21.004,-7.6,6000
21.004,25.18,-8.8,6000
25.18,25.838,-7.3,10000
25.838,16.669,-5.8,10000
16.669,16.703,-4.4,0
16.703,26.643,-3.4,0
26.643,17.28,-2.5,10000
17.28,26.921,-1.7,0
26.921,23.245,-2.9,10000
23.245,27.113,-4.1,6000
27.113,27.179,-5.5,10000
27.179,17.389,-5.9,10000
17.389,16.969,-6.1,0
16.969,16.43,-6.6,0
16.43,21.817,-7.9,0
21.817,25.27,-9.1,6000
25.27,25.58,-10.6,10000
25.58,22.141,-9.6,10000
22.141,16.331,-8.6,0
16.331,22.33,-7.8,0
22.33,22.631,-6.5,6000
22.631,22.93,-5.4,6000
22.93,23.102,-4.4,6000
23.102,23.157,-3.2,6000
23.157,23.242,-2,6000
23.242,27.193,-1.1,6000
27.193,27.479,0.4,10000
27.479,18.158,1.7,10000
18.158,18.103,3.2,0
18.103,27.836,3.2,0
27.836,18.642,3.2,10000
18.642,28.125,3.2,0
28.125,24.483,2.7,10000
24.483,28.249,2.2,6000
28.249,28.228,1.7,10000
28.228,18.416,-0.6,10000
18.416,17.892,-3,0
17.892,17.623,-5.5,0
17.623,23.342,-5.5,0
23.342,27.296,-5.5,6000
27.296,27.484,-5.5,10000
27.484,23.652,-5.3,10000
23.652,17.646,-5,0
17.646,23.131,-5,0
23.131,22.97,-5.5,6000
22.97,22.69,-6.4,6000
22.69,22.618,-7.1,6000
22.618,22.505,-7.6,6000
22.505,22.433,-8.1,6000
22.433,26.659,-8.8,6000
26.659,27.321,-7.3,10000
27.321,18.079,-5.8,10000
18.079,18.015,-4.4,0
18.015,27.817,-4,0
27.817,18.173,-4,10000
18.173,27.638,-3.9,0
27.638,23.82,-4.6,10000
23.82,27.349,-5.6,6000
27.349,27.198,-6.6,10000
27.198,17.425,-7,10000
17.425,16.873,-7.3,0
16.873,16.537,-7.8,0
16.537,22.073,-7.5,0
22.073,25.8,-7.3,6000
25.8,25.788,-7.1,10000
25.788,22.055,-7,10000
22.055,16.199,-7,0
16.199,21.6,-7.1,0
21.6,21.445,-7.3,6000
21.445,21.295,-7.5,6000
21.295,21.257,-7.8,6000
21.257,21.206,-7.6,6000
21.206,21.205,-7.6,6000
21.205,24.881,-7.8,6000
24.881,24.931,-8.1,10000
24.931,15.507,-8.3,10000
15.507,15.229,-8.8,0
15.229,24.617,-9.1,0
24.617,15.238,-9.5,10000
15.238,24.446,-10,0
24.446,20.644,-10.6,10000
20.644,24.306,-11.3,6000
24.306,24.312,-12.1,10000
24.312,14.796,-12.5,10000
14.796,14.369,-12.8,0
14.369,14.173,-13.3,0
14.173,19.825,-13.3,0
19.825,23.775,-13.6,6000
23.775,23.849,-13.8,10000
23.849,19.861,-14.1,10000
19.861,13.774,-14.5,0
13.774,19.07,-15,0
19.07,18.76,-16.2,6000
18.76,18.262,-17.5,6000
18.262,17.911,-18.8,6000
17.911,17.58,-19.7,6000
17.58,17.238,-20.7,6000
17.238,20.888,-21.7,6000
20.888,20.958,-21.6,10000
20.958,11.368,-21.6,10000
11.368,11.24,-21.7,0
11.24,20.755,-21.2,0
20.755,11.627,-20.8,10000
11.627,20.978,-20.6,0
20.978,17.237,-21,10000
17.237,20.675,-21.6,6000
20.675,20.526,-22.2,10000
20.526,10.796,-22.7,10000
10.796,10.204,-23.6,0
10.204,9.7987,-24.3,0
9.7987,15.088,-25.1,0
15.088,18.55,-25.7,6000
18.55,18.425,-26.7,10000
18.425,14.625,-27.1,10000
14.625,8.5927,-27.7,0
8.5927,14.072,-28.2,0
14.072,14.005,-28.2,6000
14.005,14.002,-28.2,6000
14.002,13.753,-28.2,6000
13.753,13.449,-29,6000
13.449,13.107,-29.7,6000
13.107,17.164,-30.6,6000
17.164,17.702,-28.3,10000
17.702,8.5721,-26.3,10000
8.5721,8.5577,-24.3,0
8.5577,18.337,-23.3,0
18.337,9.0861,-22.5,10000
9.0861,18.61,-21.7,0
18.61,14.924,-22,10000
14.924,18.631,-22.2,6000
18.631,18.59,-22.7,10000
18.59,8.8438,-23.1,10000
8.8438,8.3497,-23.3,0
8.3497,8.0913,-23.8,0
8.0913,13.735,-22.7,0
13.735,17.617,-21.6,6000
17.617,18.14,-20.6,10000
18.14,14.825,-18.2,10000
14.825,9.2738,-16,0
9.2738,15.168,-13.8,0
15.168,15.317,-12.8,6000
15.317,15.439,-11.8,6000
15.439,15.877,-11.1,6000
15.877,16.279,-9.1,6000
16.279,16.661,-7.3,6000
16.661,20.817,-5.5,6000
20.817,21.196,-3,10000
21.196,11.948,-0.6,10000
11.948,11.886,1.7,0
11.886,21.562,1.5,0
21.562,12.235,1.2,10000
12.235,21.848,1.1,0
21.848,18.215,0.4,10000
18.215,22.166,-0.3,6000
22.166,22.311,-1.1,10000
22.311,12.595,-1.6,10000
12.595,12.231,-2,0
12.231,12.022,-2.7,0
12.022,17.761,-2.2,0
17.761,21.645,-2,6000
21.645,21.496,-1.7,10000
21.496,17.378,-4,10000
17.378,11.074,-6.4,0
11.074,16.638,-8.8,0
16.638,16.722,-9.1,6000
16.722,16.739,-9.5,6000
16.739,16.821,-10,6000
16.821,16.815,-10.1,6000
16.815,16.857,-10.3,6000
16.857,20.971,-10.6,6000
20.971,21.432,-9.6,10000
21.432,11.963,-8.6,10000
11.963,12.121,-7.8,0
12.121,22.323,-6.5,0
22.323,13.138,-5.4,10000
13.138,22.77,-4.4,0
22.77,18.772,-6.5,10000
18.772,22.339,-8.8,6000
22.339,22.199,-11.1,10000
22.199,12.366,-11.6,10000
12.366,11.803,-12.1,0
11.803,11.614,-12.8,0
11.614,17.301,-12.6,0
17.301,21.17,-12.6,6000
21.17,21.325,-12.8,10000
21.325,17.545,-12.6,10000
17.545,11.44,-12.6,0
11.44,17.061,-12.8,0
17.061,17.03,-12.5,6000
17.03,17.017,-12.3,6000
17.017,16.961,-12.1,6000
16.961,16.888,-12.3,6000
16.888,16.797,-12.5,6000
16.797,20.892,-12.8,6000
20.892,21.367,-11.3,10000
21.367,12.109,-10.1,10000
12.109,12.183,-8.8,0
12.183,22.214,-7.9,0
22.214,13.024,-6.9,10000
13.024,22.724,-6,0
22.724,19.109,-6.4,10000
19.109,22.844,-6.6,6000
22.844,23.075,-7.1,10000
23.075,13.433,-6.9,10000
13.433,13.151,-6.8,0
13.151,13.087,-6.6,0
13.087,18.905,-6.1,0
18.905,23.062,-5.9,6000
23.062,23.222,-5.5,10000
23.222,19.478,-5.9,10000
19.478,13.382,-6.1,0
13.382,19.17,-6.6,0
19.17,19.248,-6.8,6000
19.248,19.326,-6.9,6000
19.326,19.747,-7.1,6000
19.747,20.189,-3.5,6000
20.189,20.716,-0.1,6000
20.716,24.846,3.2,6000
24.846,25.071,3.2,10000
25.071,15.452,3.2,10000
15.452,15.394,3.2,0
15.394,25.405,2.9,0
